類別,建築物名稱,電腦編號,里別,座落,緯度,經度,新計算容量,轄管分局
"一般住宅","公寓","FOA00100","頂竹里","新竹市東區頂竹里培英街32巷22號","24.7960826","120.9778156","170","第三分局"
"一般住宅","大樓","FOA00101","頂竹里","新竹市東區頂竹里食品路177巷24號","24.796078","120.9761972","183","第三分局"
"一般住宅","公寓","FOA00102","頂竹里","新竹市東區頂竹里食品路160號","24.797583","120.976563","56","第三分局"
"一般住宅","公寓","FOA00103","頂竹里","新竹市東區頂竹里食品路186號","24.7972301","120.975909","33","第三分局"
"一般住宅","公寓","FOA00104","頂竹里","新竹市東區頂竹里食品路184號","24.797254","120.975958","33","第三分局"
"一般住宅","公寓","FOA00105","頂竹里","新竹市東區頂竹里食品路182號","24.79728","120.976013","33","第三分局"
"一般住宅","公寓","FOA00106","頂竹里","新竹市東區頂竹里食品路178號","24.797335","120.976146","21","第三分局"
"一般住宅","公寓","FOA00107","頂竹里","新竹市東區頂竹里食品路188號","24.7972051","120.975859","35","第三分局"
"一般住宅","公寓","FOA00108","頂竹里","新竹市東區頂竹里培英街32巷15號","24.7958473","120.9773103","74","第三分局"
"一般住宅","公寓","FOA00109","頂竹里","新竹市東區頂竹里食品路191巷25號","24.7956991","120.9761747","133","第三分局"
"一般住宅","公寓","FOA00110","頂竹里","新竹市東區頂竹里食品路165巷40號","24.7960576","120.9766498","34","第三分局"
"一般住宅","公寓","FOA00111","頂竹里","新竹市東區頂竹里食品路191巷36號","24.7956262","120.9759623","36","第三分局"
"公有建築物","新竹鐵路局工務段","FOA00112","下竹里","新竹市東區下竹里東南街15號","24.8003879","120.9722747","76","第三分局"
"一般住宅","公寓","FOA00113","福德里","新竹市東區福德里中華路二段675號","24.798266","120.965901","22","第三分局"
"一般住宅","公寓","FOA00114","福德里","新竹市東區福德里德高街4號","24.8004324","120.9654936","13","第三分局"
"一般住宅","公寓","FOA00115","福德里","新竹市東區福德里福德街14號","24.7988884","120.9648184","21","第三分局"
"一般住宅","大樓","FOA00116","福德里","新竹市東區福德里林森路180號","24.7992368","120.964294","204","第三分局"
"一般住宅","公寓","FOA00117","福德里","新竹市東區福德里德高街6號","24.8003787","120.9654365","36","第三分局"
"一般住宅","公寓","FOA00118","福德里","新竹市東區福德里林森路182巷14號","24.7995011","120.963841","45","第三分局"
"一般住宅","公寓","FOA00119","福德里","新竹市東區福德里林森路159號","24.7993905","120.9651413","21","第三分局"
"一般住宅","公寓","FOA00120","福德里","新竹市東區福德里林森路158巷19號","24.7999345","120.9644995","14","第三分局"
"一般住宅","公寓","FOA00121","福德里","新竹市東區福德里中華路二段733號","24.7975044","120.9644741","48","第三分局"
"一般住宅","公寓","FOA00122","福德里","新竹市東區福德里中華路二段737號","24.7974767","120.9644315","22","第三分局"
"一般住宅","公寓","FOA00123","福德里","新竹市東區福德里林森路150號","24.799769","120.9651455","27","第三分局"
"一般住宅","公寓","FOA00124","福德里","新竹市東區福德里林森路158巷8號","24.7995804","120.9645154","22","第三分局"
"一般住宅","公寓","FOA00125","福德里","新竹市東區福德里林森路182巷18號","24.799672","120.963734","71","第三分局"
"一般住宅","公寓","FOA00126","福德里","新竹市東區福德里中華路二段727號","24.7975927","120.9646418","193","第三分局"
"一般住宅","公寓","FOA00127","福德里","新竹市東區福德里林森路210巷9號","24.7989773","120.9633152","18","第三分局"
"一般住宅","公寓","FOA00128","福德里","新竹市東區福德里德成街25號","24.8002372","120.964258","45","第三分局"
"一般住宅","公寓","FOA00129","福德里","新竹市東區福德里中華路二段671號","24.7982931","120.965955","21","第三分局"
"一般住宅","公寓","FOA00130","福德里","新竹市東區福德里林森路163號","24.7993775","120.9650403","24","第三分局"
"一般住宅","公寓","FOA00131","福德里","新竹市東區福德里林森路161號","24.7993543","120.9650817","16","第三分局"
"一般住宅","公寓","FOA00132","福德里","新竹市東區福德里中華路二段700號","24.7979015","120.9647246","24","第三分局"
"一般住宅","公寓","FOA00133","福德里","新竹市東區福德里中華路二段714號","24.7977093","120.9644382","20","第三分局"
"一般住宅","公寓","FOA00134","福德里","新竹市東區福德里中華路二段718號","24.7977605","120.9641912","20","第三分局"
"一般住宅","公寓","FOA00135","福德里","新竹市東區福德里福德街33號","24.798608","120.9646806","34","第三分局"
"一般住宅","公寓","FOA00136","福德里","新竹市東區福德里林森路158巷2號","24.7996071","120.9647075","34","第三分局"
"一般住宅","公寓","FOA00137","福德里","新竹市東區福德里林森路158巷6號","24.799555","120.9645535","27","第三分局"
"一般住宅","公寓","FOA00138","福德里","新竹市東區福德里林森路158巷4號","24.7995273","120.964602","31","第三分局"
"一般住宅","三和大樓","FOA00139","福德里","新竹市東區福德里林森路196號","24.7989339","120.9638481","981","第三分局"
"一般住宅","大樓","FOA00140","福德里","新竹市東區福德里林森路187號","24.7989745","120.9643631","302","第三分局"
"一般住宅","公寓","FOA00141","福德里","新竹市東區福德里中華路二段708巷19號","24.7980659","120.9641288","20","第三分局"
"一般住宅","大樓","FOA00142","福德里","新竹市東區福德里林森路175號","24.7990563","120.9646288","347","第三分局"
"一般住宅","公寓","FOA00143","福德里","新竹市東區福德里德成街13號","24.8006561","120.9646586","24","第三分局"
"一般住宅","公寓","FOA00144","福德里","新竹市東區福德里中華路二段658號","24.7985655","120.965815","22","第三分局"
"一般住宅","公寓","FOA00145","福德里","新竹市東區福德里德高路12號","24.8000205","120.9651886","23","第三分局"
"一般住宅","得安藥局","FOA00147","福德里","新竹市東區福德里中華路二段652號","24.7986632","120.9659754","45","第三分局"
"一般住宅","公寓","FOA00148","福德里","新竹市東區福德里福德街6號","24.7990804","120.9649744","22","第三分局"
"一般住宅","公寓","FOA00149","福德里","新竹市東區福德里中華路二段672號","24.7984231","120.9655642","23","第三分局"
"一般住宅","公寓","FOA00150","福德里","新竹市東區福德里中華路二段650號","24.798701","120.9660398","26","第三分局"
"一般住宅","公寓","FOA00151","福德里","新竹市東區福德里福德街16號","24.7988672","120.9647761","27","第三分局"
"一般住宅","公寓","FOA00152","福德里","新竹市東區福德里德成街3號","24.8009378","120.9646957","23","第三分局"
"一般住宅","公寓","FOA00153","福德里","新竹市東區福德里德成街17號","24.8006052","120.9645232","14","第三分局"
"一般住宅","公寓","FOA00154","福德里","新竹市東區福德里中華路二段716號","24.7976681","120.9643836","20","第三分局"
"一般住宅","公寓","FOA00155","福德里","新竹市東區福德里中華路二段710號","24.7977401","120.9644961","23","第三分局"
"一般住宅","公寓","FOA00156","福德里","新竹市東區福德里中華路二段708巷16號","24.7982301","120.9644264","21","第三分局"
"一般住宅","公寓","FOA00157","寺前里","新竹市東區寺前里南大路370號","24.798108","120.970054","22","第三分局"
"一般住宅","公寓","FOA00158","寺前里","新竹市東區寺前里南大路366號","24.7981701","120.970119","22","第三分局"
"一般住宅","大樓","FOA00160","寺前里","新竹市東區寺前里西大路262號","24.7987685","120.9681449","195","第三分局"
"一般住宅","公寓","FOA00161","寺前里","新竹市東區寺前里南大路382號","24.7980341","120.969825","23","第三分局"
"一般住宅","公寓","FOA00162","寺前里","新竹市東區寺前里南大路394號","24.797862","120.969624","44","第三分局"
"一般住宅","公寓","FOA00163","寺前里","新竹市東區寺前里南大路396號","24.797821","120.969586","33","第三分局"
"一般住宅","公寓","FOA00164","寺前里","新竹市東區寺前里南大路398號","24.797778","120.969556","25","第三分局"
"一般住宅","公寓","FOA00165","寺前里","新竹市東區寺前里南大路374巷1號","24.798159","120.969917","21","第三分局"
"公有建築物","寺前里社區發展協會","FOA00166","寺前里","新竹市東區寺前里竹蓮街101巷10號","24.7984416","120.9696152","16","第三分局"
"一般住宅","公寓","FOA00167","寺前里","新竹市東區寺前里南大路372號","24.797999","120.9701022","20","第三分局"
"一般住宅","公寓","FOA00168","寺前里","新竹市東區寺前里西大路182號","24.7975591","120.9692051","12","第三分局"
"一般住宅","大樓","FOA00169","寺前里","新竹市東區寺前里1鄰竹蓮街183號","24.7990374","120.9685375","22","第三分局"
"一般住宅","公寓","FOA00170","寺前里","新竹市東區寺前里南大路408巷29-35號","24.7983115","120.9690405","138","第三分局"
"一般住宅","公寓","FOA00171","寺前里","新竹市東區寺前里西大路192號","24.797691","120.9690484","37","第三分局"
"一般住宅","公寓","FOA00172","寺前里","新竹市東區寺前里竹蓮街101巷31號","24.798073","120.9692463","16","第三分局"
"一般住宅","公寓","FOA00173","寺前里","新竹市東區寺前里西大路156號B1","24.7970875","120.9698459","23","第三分局"
"一般住宅","公寓","FOA00174","南大里","新竹市東區南大里西大路154號","24.7970639","120.9698814","23","第三分局"
"一般住宅","公寓","FOA00175","南大里","新竹市東區南大里南大路349號","24.7973143","120.9694762","133","第三分局"
"一般住宅","公寓","FOA00176","南大里","新竹市東區南大里南大路337號","24.7975607","120.9697664","24","第三分局"
"一般住宅","公寓","FOA00177","南大里","新竹市東區南大里南大路343號","24.797477","120.9696406","26","第三分局"
"一般住宅","公寓","FOA00178","南大里","新竹市東區南大里南大路345號","24.7974355","120.9695032","158","第三分局"
"一般住宅","公寓","FOA00180","南大里","新竹市東區南大里西大路168號","24.7972471","120.9696365","21","第三分局"
"一般住宅","公寓","FOA00181","南大里","新竹市東區南大里西大路164號","24.7971964","120.9697094","23","第三分局"
"一般住宅","公寓","FOA00182","南大里","新竹市東區南大里西大路158號","24.7970409","120.9697361","23","第三分局"
"一般住宅","公寓","FOA00183","南大里","新竹市東區南大里西大路118號","24.796542","120.9703944","37","第三分局"
"一般住宅","公寓","FOA00184","南大里","新竹市東區南大里南大路313號","24.7978505","120.9703964","22","第三分局"
"一般住宅","公寓","FOA00185","南大里","新竹市東區南大里南大路327號","24.7976341","120.970115","41","第三分局"
"一般住宅","公寓","FOA00186","南大里","新竹市東區南大里南大路325號","24.7976591","120.970158","14","第三分局"
"一般住宅","公寓","FOA00187","南大里","新竹市東區南大里西大路87號","24.7960071","120.970825","93","第三分局"
"一般住宅","公寓","FOA00188","南大里","新竹市東區南大里西大路89號","24.7960321","120.97079","70","第三分局"
"一般住宅","公寓","FOA00189","南大里","新竹市東區南大里西大路95號","24.7961069","120.9706672","75","第三分局"
"一般住宅","大樓","FOA00190","南大里","新竹市東區南大里西大路102巷1號","24.7964352","120.9707757","100","第三分局"
"一般住宅","大樓","FOA00191","南大里","新竹市東區南大里西大路102巷4號","24.7963957","120.9710036","105","第三分局"
"一般住宅","大樓","FOA00192","南門里","新竹市東區南門里林森路60號","24.8013984","120.9677267","188","第三分局"
"一般住宅","公寓","FOA00194","南門里","新竹市東區南門里林森路59號","24.8013346","120.9681102","23","第三分局"
"一般住宅","公寓","FOA00195","南門里","新竹市東區南門里林森路78號","24.8010296","120.9671939","36","第三分局"
"一般住宅","公寓","FOA00196","南門里","新竹市東區南門里林森路81號","24.8008758","120.9673892","142","第三分局"
"一般住宅","公寓","FOA00198","南門里","新竹市東區南門里勝利路17號","24.8011504","120.9693281","22","第三分局"
"一般住宅","公寓","FOA00199","南門里","新竹市東區南門里勝利路3號","24.8012031","120.968716","16","第三分局"
"一般住宅","公寓","FOA00200","南門里","新竹市東區南門里勝利路5號","24.8014187","120.9695275","22","第三分局"
"一般住宅","公寓","FOA00201","南門里","新竹市東區南門里勝利路41號","24.8008818","120.9689731","20","第三分局"
"一般住宅","公寓","FOA00202","南門里","新竹市東區南門里勝利路37號","24.8008911","120.969063","18","第三分局"
"一般住宅","公寓","FOA00203","南門里","新竹市東區南門里勝利路9號","24.801279","120.969609","48","第三分局"
"一般住宅","公寓","FOA00204","南門里","新竹市東區南門里勝利路126號","24.8007192","120.9683524","779","第三分局"
"一般住宅","公寓","FOA00205","南門里","新竹市東區南門里勝利路65號","24.800466","120.9682232","22","第三分局"
"一般住宅","公寓","FOA00206","南門里","新竹市東區南門里勝利路49號","24.8006856","120.9686227","43","第三分局"
"一般住宅","公寓","FOA00208","南門里","新竹市東區南門里南門街47號","24.8012453","120.96707","31","第三分局"
"一般住宅","公寓","FOA00209","南門里","新竹市東區南門里南門街30號","24.8007507","120.9676438","26","第三分局"
"一般住宅","公寓","FOA00210","南門里","新竹市東區南門里南門街49-51號","24.8013451","120.9670676","31","第三分局"
"一般住宅","公寓","FOA00211","南門里","新竹市東區南門里南門街14號","24.80042","120.967911","16","第三分局"
"一般住宅","公寓","FOA00212","南門里","新竹市東區南門里南門街43-45號","24.801218","120.9672001","22","第三分局"
"一般住宅","公寓","FOA00213","南門里","新竹市東區南門里南門街32號","24.8007555","120.9676332","46","第三分局"
"一般住宅","公寓","FOA00214","南門里","新竹市東區南門里南門街18號","24.8018591","120.9671085","23","第三分局"
"一般住宅","公寓","FOA00215","南門里","新竹市東區南門里南門街16號","24.8004551","120.9678469","18","第三分局"
"一般住宅","公寓","FOA00216","南門里","新竹市東區南門里南城街10號","24.8009176","120.9668588","30","第三分局"
"一般住宅","公寓","FOA00217","南門里","新竹市東區南門里武昌街23號","24.8011295","120.9682716","38","第三分局"
"一般住宅","公寓","FOA00218","南門里","新竹市東區南門里西大路338號","24.8013036","120.9662754","27","第三分局"
"一般住宅","公寓","FOA00219","南門里","新竹市東區南門里西大路336號","24.8012652","120.9663393","15","第三分局"
"一般住宅","公寓","FOA00220","南門里","新竹市東區南門里西大路320號","24.8008567","120.9666107","50","第三分局"
"供公眾使用建築物","竹安公益慈善服務協會","FOA00222","南門里","新竹市東區南門里武昌街29號","24.8012408","120.9682437","14","第三分局"
"一般住宅","公寓","FOA00223","南門里","新竹市東區南門里武昌街25號","24.8011708","120.9682638","23","第三分局"
"一般住宅","公寓","FOA00224","南門里","新竹市東區南門里中華路二段538號","24.8003909","120.9687293","11","第三分局"
"一般住宅","公寓","FOA00225","南門里","新竹市東區南門里中華路二段554號","24.8001631","120.9683805","21","第三分局"
"一般住宅","進財機車行","FOA00227","南門里","新竹市東區南門里7鄰中華路2段593號B1","24.7995047","120.967764","1321","第三分局"
"一般住宅","公寓","FOA00228","南門里","新竹市東區南門里中華路二段536號","24.8004067","120.9687379","54","第三分局"
"一般住宅","公寓","FOA00229","南門里","新竹市東區南門里中華路二段518號","24.8006223","120.9690998","28","第三分局"
"供公眾使用建築物","左岸旅館","FOA00230","南門里","新竹市東區南門里9鄰中華路二段502號","24.8008638","120.9694173","208","第三分局"
"供公眾使用建築物","華泰旅館","FOA00231","南門里","新竹市東區南門里勝利路13-15號","24.8012699","120.9694662","320","第三分局"
"一般住宅","公寓","FOA00232","南門里","新竹市東區南門里勝利路39號","24.8008703","120.9690306","27","第三分局"
"一般住宅","公寓","FOA00234","振興里","新竹市東區振興里南大路550巷37號","24.795622","120.9634831","15","第三分局"
"一般住宅","新興名園","FOA00235","振興里","新竹市東區振興里20鄰振興路58號B1","24.79502","120.9623973","252","第三分局"
"一般住宅","公寓","FOA00236","振興里","新竹市東區振興里振興路90號B1","24.7950751","120.9615152","193","第三分局"
"一般住宅","公寓","FOA00237","振興里","新竹市東區振興里振興路104號B1","24.7951231","120.9611963","492","第三分局"
"一般住宅","公寓","FOA00238","振興里","新竹市東區振興里南大路632號","24.793402","120.962754","73","第三分局"
"一般住宅","公寓","FOA00239","振興里","新竹市東區振興里南大路612號","24.793758","120.963174","55","第三分局"
"一般住宅","公寓","FOA00240","振興里","新竹市東區振興里振興路86號","24.7950632","120.9616136","685","第三分局"
"一般住宅","吉星永照大樓","FOA00241","竹蓮里","新竹市東區竹蓮里南大路256號","24.7995072","120.9728176","294","第三分局"
"一般住宅","公寓","FOA00243","竹蓮里","新竹市東區竹蓮里南大路278號","24.7993037","120.9721996","41","第三分局"
"一般住宅","公寓","FOA00244","竹蓮里","新竹市東區竹蓮里南大路296號","24.7991191","120.9719311","33","第三分局"
"一般住宅","公寓","FOA00245","竹蓮里","新竹市東區竹蓮里南大路276號","24.7993052","120.9722596","41","第三分局"
"一般住宅","公寓","FOA00246","竹蓮里","新竹市東區竹蓮里東南街2巷5號","24.7987321","120.97381","15","第三分局"
"一般住宅","公寓","FOA00247","竹蓮里","新竹市東區竹蓮里南大路270號","24.799489","120.9722579","483","第三分局"
"一般住宅","公寓","FOA00248","竹蓮里","新竹市東區竹蓮里東南街28巷23-24號","24.800108","120.971687","55","第三分局"
"一般住宅","公寓","FOA00249","竹蓮里","新竹市東區竹蓮里竹蓮街110號","24.79901","120.9697213","14","第三分局"
"一般住宅","公寓","FOA00250","下竹里","新竹市東區下竹里南大路149號","24.8002109","120.9740605","241","第三分局"
"一般住宅","公寓","FOA00251","下竹里","新竹市東區下竹里南大路173號","24.7998099","120.973583","32","第三分局"
"一般住宅","公寓","FOA00252","下竹里","新竹市東區下竹里南大路240號","24.7997982","120.9730275","47","第三分局"
"一般住宅","公寓","FOA00253","下竹里","新竹市東區下竹里東南街53巷5弄19號","24.7998767","120.9742302","44","第三分局"
"一般住宅","公寓","FOA00254","下竹里","新竹市東區下竹里南大路177號","24.7998226","120.9734262","26","第三分局"
"一般住宅","公寓","FOA00255","下竹里","新竹市東區下竹里南大路157號","24.800048","120.9738761","22","第三分局"
"一般住宅","公寓","FOA00256","下竹里","新竹市東區下竹里東南街143巷56號","24.7988633","120.9755513","13","第三分局"
"一般住宅","公寓","FOA00257","下竹里","新竹市東區下竹里東南街143巷54號","24.7988597","120.9755506","17","第三分局"
"一般住宅","公寓","FOA00258","下竹里","新竹市東區下竹里東南街143巷58號","24.798867","120.9755521","27","第三分局"
"一般住宅","公寓","FOA00259","下竹里","新竹市東區下竹里東南街53巷5弄10號","24.7997649","120.9742279","30","第三分局"
"一般住宅","公寓","FOA00260","下竹里","新竹市東區下竹里東南街53巷5弄12號","24.7997999","120.9742643","30","第三分局"
"公有建築物","清華大學","FOA00261","新興里","新竹市東區新興里南大路521號B1","24.7931736","120.9633505","346","第三分局"
"公有建築物","清華大學","FOA00262","新興里","新竹市東區新興里南大路521號B1","24.7931736","120.9633505","81","第三分局"
"公有建築物","清華大學","FOA00263","新興里","新竹市東區新興里南大路521號B1","24.7931736","120.9633505","87","第三分局"
"公有建築物","清華大學","FOA00264","新興里","新竹市東區新興里南大路521號B1","24.7931736","120.9633505","56","第三分局"
"公有建築物","竹東林區管理處","FOA00265","新興里","新竹市東區新興里南大路512號B1","24.7950347","120.9653391","110","第三分局"
"公有建築物","竹東林區管理處","FOA00266","新興里","新竹市東區新興里南大路511巷6號B1","24.7947892","120.9656665","34","第三分局"
"一般住宅","公寓","FOA00267","新興里","新竹市東區新興里南大路359巷1號B1","24.7969622","120.9691445","290","第三分局"
"一般住宅","公寓","FOA00268","新興里","新竹市東區新興里食品路449號B1","24.793492","120.967091","22","第三分局"
"一般住宅","公寓","FOA00269","南市里","新竹市東區南市里勝利路202號B1","24.8007085","120.9659018","28","第三分局"
"一般住宅","公寓","FOA00270","南市里","新竹市東區南市里勝利路204號","24.8007258","120.96588","17","第三分局"
"一般住宅","公寓","FOA00271","南市里","新竹市東區南市里勝利路214巷11號B1","24.8007769","120.965674","70","第三分局"
"一般住宅","公寓","FOA00272","南市里","新竹市東區南市里林森路125號B1","24.8000683","120.9661887","45","第三分局"
"一般住宅","公寓","FOA00273","南市里","新竹市東區南市里勝利路202巷10號B1","24.8007085","120.9659018","24","第三分局"
"一般住宅","公寓","FOA00274","南市里","新竹市東區南市里勝利路202巷14號B1","24.8007085","120.9659018","44","第三分局"
"一般住宅","公寓","FOA00275","南市里","新竹市東區南市里西大路315巷8號B1","24.8014915","120.9658668","74","第三分局"
"一般住宅","公寓","FOA00276","南市里","新竹市東區南市里勝利路236號B1","24.8010877","120.9653174","18","第三分局"
"一般住宅","公寓","FOA00277","南市里","新竹市東區南市里勝利路234號B1","24.8010679","120.9653481","18","第三分局"
"一般住宅","大樓","FOA00278","南市里","新竹市東區南市里林森路145號","24.7997755","120.9656506","461","第三分局"
"一般住宅","公寓","FOA00279","新興里","新竹市東區新興里西大路37號","24.7949489","120.971997","18","第三分局"
"一般住宅","公寓","FOA00280","新興里","新竹市東區新興里西大路139號","24.796675","120.969575","21","第三分局"
"一般住宅","何耳鼻喉科","FOA00281","新興里","新竹市東區新興里西大路141號","24.7967041","120.969533","53","第三分局"
"一般住宅","公寓","FOA00282","新興里","新竹市東區新興里西大路143號","24.796733","120.969491","20","第三分局"
"一般住宅","公寓","FOA00283","新興里","新竹市東區新興里南大路371號","24.7966831","120.968761","55","第三分局"
"一般住宅","公寓","FOA00284","新興里","新竹市東區新興里明湖路28巷27號","24.7958293","120.9678444","34","第三分局"
"一般住宅","公寓","FOA00285","新興里","新竹市東區新興里明湖路27號","24.795915","120.969818","26","第三分局"
"一般住宅","公寓","FOA00286","新興里","新竹市東區新興里明湖路26號","24.7959141","120.969453","46","第三分局"
"一般住宅","公寓","FOA00287","振興里","新竹市東區振興里南大路636號","24.7930535","120.962726","184","第三分局"
"一般住宅","公寓","FOA00289","振興里","新竹市東區振興里南大路640號","24.7930139","120.9626547","86","第三分局"
"一般住宅","公寓","FOA00290","振興里","新竹市東區振興里南大路660號","24.7925352","120.9626297","20","第三分局"
"一般住宅","公寓","FOA00291","振興里","新竹市東區振興里南大路656號","24.7926423","120.9626155","166","第三分局"
"一般住宅","公寓","FOA00292","振興里","新竹市東區振興里南大路654號","24.7927039","120.9626127","176","第三分局"
"一般住宅","公寓","FOA00293","振興里","新竹市東區振興里振興一街26號","24.7944302","120.9612937","513","第三分局"
"一般住宅","春福圓緣園","FOA00294","振興里","新竹市東區振興里25鄰振興路85巷20號B1","24.7947615","120.961063","1562","第三分局"
"一般住宅","公寓","FOA00295","振興里","新竹市東區振興里振興路81號","24.7948364","120.9613542","14","第三分局"
"一般住宅","公寓","FOA00296","振興里","新竹市東區振興里振興路99巷12號","24.7950451","120.9605104","675","第三分局"
"一般住宅","公寓","FOA00298","振興里","新竹市東區振興里振興路137號B1","24.7966854","120.9608842","348","第三分局"
"一般住宅","公寓","FOA00299","南市里","新竹市東區南市里中華路二段595號B1","24.7993202","120.9674237","55","第三分局"
"一般住宅","公寓","FOA00300","南市里","新竹市東區南市里中華路二段639號B1","24.7987181","120.9666282","26","第三分局"
"一般住宅","公寓","FOA00301","南市里","新竹市東區南市里中華路二段615號B1","24.7989921","120.967126","446","第三分局"
"一般住宅","公寓","FOA00302","南市里","新竹市東區南市里中華路二段604號B1","24.7991982","120.9668652","37","第三分局"
"一般住宅","公寓","FOA00303","南市里","新竹市東區南市里南城街55號B1","24.7993503","120.9661618","20","第三分局"
"一般住宅","公寓","FOA00304","南市里","新竹市東區南市里德高街25號B1","24.799939","120.965275","11","第三分局"
"一般住宅","公寓","FOA00305","南市里","新竹市東區南市里德高街21號","24.8000629","120.9652862","20","第三分局"
"一般住宅","公寓","FOA00306","南市里","新竹市東區南市里林森路130.136號","24.8023174","120.9696944","88","第三分局"
"一般住宅","公寓","FOA00307","南市里","新竹市東區南市里勝利路101號B1","24.8002947","120.9665198","38","第三分局"
"一般住宅","公寓","FOA00308","南市里","新竹市東區南市里勝利路125號B1","24.800401","120.9658985","12","第三分局"
"一般住宅","公寓","FOA00309","南市里","新竹市東區南市里勝利路232號B1","24.8010414","120.9653799","54","第三分局"
"一般住宅","公寓","FOA00310","南市里","新竹市東區南市里勝利路238號B1","24.8011082","120.9652868","17","第三分局"
"一般住宅","公寓","FOA00311","南市里","新竹市東區南市里勝利路230號B1","24.8010177","120.9654083","17","第三分局"
"一般住宅","公寓","FOA00312","南市里","新竹市東區南市里勝利路240號","24.801138","120.965274","14","第三分局"
"一般住宅","公寓","FOA00313","南市里","新竹市東區南市里西大路313號B1","24.8014112","120.9659062","27","第三分局"
"一般住宅","公寓","FOA00314","南市里","新竹市東區南市里勝利路11號B1","24.8013006","120.9694733","55","第三分局"
"一般住宅","公寓","FOA00315","新興里","新竹市東區新興里食品路322號B1","24.7940669","120.9705861","41","第三分局"
"一般住宅","公寓","FOA00316","新興里","新竹市東區新興里食品路272號B1","24.7943507","120.9716035","204","第三分局"
"一般住宅","公寓","FOA00317","新興里","新竹市東區新興里食品路326巷30-32號B1","24.79526","120.9703227","125","第三分局"
"一般住宅","公寓","FOA00318","新興里","新竹市東區新興里食品路358號B1","24.794065","120.9696231","17","第三分局"
"一般住宅","公寓","FOA00322","新興里","新竹市東區新興里食品路360號B1","24.794061","120.969574","27","第三分局"
"一般住宅","公寓","FOA00323","新興里","新竹市東區新興里食品路354號B1","24.7940114","120.9697782","20","第三分局"
"一般住宅","公寓","FOA00324","新興里","新竹市東區新興里食品路374-376號B1","24.7939683","120.9692223","128","第三分局"
"一般住宅","公寓","FOA00325","新興里","新竹市東區新興里食品路370號B1","24.7940741","120.969311","44","第三分局"
"一般住宅","公寓","FOA00326","新興里","新竹市東區新興里食品路378巷23號","24.7944639","120.9689477","83","第三分局"
"一般住宅","公寓","FOA00327","新興里","新竹市東區新興里食品路366巷14-16號","24.7944361","120.9695768","76","第三分局"
"一般住宅","公寓","FOA00328","新興里","新竹市東區新興里食品路366巷1.3號","24.7942909","120.9693863","435","第三分局"
"一般住宅","公寓","FOA00329","新興里","新竹市東區新興里西大路119號","24.796451","120.970019","274","第三分局"
"一般住宅","公寓","FOA00330","新興里","新竹市東區新興里西大路99-107號B1","24.796017","120.970474","176","第三分局"
"一般住宅","公寓","FOA00331","新興里","新竹市東區新興里南大路473巷7弄21號B1","24.7956839","120.9671041","91","第三分局"
"一般住宅","公寓","FOA00332","新興里","新竹市東區新興里南大路475號B1","24.795494","120.9664052","31","第三分局"
"一般住宅","公寓","FOA00333","新興里","新竹市東區新興里南大路473巷5號B1","24.795316","120.9666247","24","第三分局"
"一般住宅","公寓","FOA00334","高峰里","新竹市東區高峰里28鄰寶山路200巷3號","24.7899193","120.9760527","198","第三分局"
"一般住宅","公寓","FOA00335","高峰里","新竹市東區高峰里9鄰寶山路136-138號","24.7923016","120.9752919","36","第三分局"
"一般住宅","公寓","FOA00336","高峰里","新竹市東區高峰里27鄰寶山路150巷2-20號","24.7916788","120.9753705","247","第三分局"
"一般住宅","公寓","FOA00337","高峰里","新竹市東區高峰里9鄰寶山路88-90號","24.7930085","120.974432","77","第三分局"
"一般住宅","公寓","FOA00338","高峰里","新竹市東區高峰里8鄰寶山路174號","24.7910787","120.9760523","115","第三分局"
"一般住宅","公寓","FOA00339","高峰里","新竹市東區高峰里8鄰寶山路178號","24.7909362","120.9761053","41","第三分局"
"一般住宅","公寓","FOA00340","高峰里","新竹市東區高峰里10鄰寶山路26-28號","24.7938638","120.9733838","35","第三分局"
"公有建築物","食品工業研究所","FOA00341","新光里","新竹市東區新光里1鄰食品路331號B2","24.7934621","120.97083","1492","第三分局"
"一般住宅","公寓","FOA00342","新光里","新竹市東區新光里13鄰明湖路112巷7號","24.7933383","120.9676956","120","第三分局"
"一般住宅","公寓","FOA00343","新光里","新竹市東區新光里13鄰明湖路106號","24.7935275","120.9682343","26","第三分局"
"一般住宅","公寓","FOA00344","新光里","新竹市東區新光里13鄰明湖路108號","24.7934776","120.9682275","26","第三分局"
"公有建築物","聖經書院","FOA00345","新光里","新竹市東區新光里4鄰高峰路56號","24.7926484","120.973314","138","第三分局"
"一般住宅","公寓","FOA00346","新光里","新竹市東區新光里13鄰明湖路110號","24.793428","120.9682147","26","第三分局"
"一般住宅","公寓","FOA00347","新光里","新竹市東區新光里1鄰食品路361號","24.793664","120.969862","41","第三分局"
"一般住宅","公寓","FOA00348","新光里","新竹市東區新光里20鄰高峰路120-122號","24.793746","120.972738","294","第三分局"
"一般住宅","公寓","FOA00349","新光里","新竹市東區新光里1鄰食品路409號","24.7823753","120.9671472","23","第三分局"
"一般住宅","公寓","FOA00350","新光里","新竹市東區新光里13鄰食品路432號","24.793941","120.967643","37","第三分局"
"一般住宅","公寓","FOA00351","新光里","新竹市東區新光里13鄰明湖路112巷6號","24.7933383","120.9676956","120","第三分局"
